Age,Total_Score,Study_Hours_per_Week,Sleep_Hours_per_Night,id,cluster,Academic_risk,Gender,Family_Income_Level
24.0,98.5,16.7,5.8,1180.0,cluster_2,Low,Male,Medium
20.0,51.9,27.1,6.3,1181.0,cluster_1,High,Male,Low
18.0,74.8,13.6,8.2,1182.0,cluster_0,Medium,Male,High
23.0,87.7,16.4,6.1,1183.0,cluster_2,Low,Female,Medium
22.0,97.8,15.7,8.5,1184.0,cluster_2,Low,Male,Medium
21.0,76.6,17.2,5.8,1185.0,cluster_0,Medium,Male,Medium
21.0,82.9,6.9,4.2,1186.0,cluster_0,Medium,Male,Medium
23.0,73.9,15.5,8.2,1187.0,cluster_0,Medium,Female,High
23.0,63.8,9.5,7.0,1188.0,cluster_1,High,Female,Medium
23.0,68.0,25.8,5.8,1189.0,cluster_0,Medium,Female,Low
23.0,62.4,29.6,4.9,1190.0,cluster_1,High,Male,Medium
21.0,93.6,11.4,5.6,1191.0,cluster_2,Low,Male,Low
22.0,61.1,7.5,6.8,1192.0,cluster_1,High,Female,Medium
18.0,54.5,5.2,7.9,1193.0,cluster_1,High,Male,Medium
21.0,93.8,21.5,8.5,1194.0,cluster_2,Low,Male,High
19.0,94.3,26.5,6.9,1195.0,cluster_2,Low,Male,Medium
19.0,64.4,20.9,8.2,1196.0,cluster_1,High,Female,Medium
18.0,56.9,12.4,7.5,1197.0,cluster_1,High,Male,Low
21.0,64.1,10.5,6.5,1198.0,cluster_1,High,Male,Medium
23.0,70.8,15.7,7.1,1199.0,cluster_0,Medium,Male,Medium
20.0,96.7,22.1,5.1,1200.0,cluster_2,Low,Male,Medium
23.0,83.9,13.8,6.8,1201.0,cluster_2,Low,Male,Low
22.0,88.3,11.9,7.4,1202.0,cluster_2,Low,Male,Low
21.0,54.7,18.8,6.3,1203.0,cluster_1,High,Female,Low
19.0,59.9,7.4,7.6,1204.0,cluster_1,High,Male,Medium
18.0,80.8,29.7,6.0,1205.0,cluster_0,Medium,Female,Low
20.0,98.7,20.6,6.5,1206.0,cluster_2,Low,Female,Medium
19.0,94.8,22.5,7.8,1207.0,cluster_2,Low,Male,Low
19.0,73.3,24.6,4.1,1208.0,cluster_0,Medium,Male,Low
22.0,87.3,10.7,6.5,1209.0,cluster_2,Low,Male,Low
18.0,50.7,22.2,6.8,1210.0,cluster_1,High,Male,High
20.0,79.3,20.7,9.0,1211.0,cluster_0,Medium,Female,High
19.0,71.7,8.7,5.2,1212.0,cluster_0,Medium,Male,Medium
21.0,78.5,24.0,4.7,1213.0,cluster_0,Medium,Male,High
18.0,71.1,8.3,8.0,1214.0,cluster_0,Medium,Male,Medium
20.0,73.9,21.5,8.1,1215.0,cluster_0,Medium,Female,Low
22.0,80.9,12.9,7.1,1216.0,cluster_0,Medium,Male,Low
22.0,86.5,20.3,5.4,1217.0,cluster_2,Low,Male,Medium
22.0,95.1,8.6,6.1,1218.0,cluster_2,Low,Female,Medium
23.0,75.2,5.3,5.0,1219.0,cluster_0,Medium,Male,Low
22.0,80.1,8.6,4.3,1220.0,cluster_0,Medium,Female,Low
23.0,67.3,22.7,7.8,1221.0,cluster_0,Medium,Male,High
18.0,92.3,26.8,7.9,1222.0,cluster_2,Low,Male,Low
24.0,84.9,6.9,7.0,1223.0,cluster_2,Low,Female,Low
21.0,86.7,21.0,4.7,1224.0,cluster_2,Low,Female,Low
23.0,90.4,6.5,6.4,1225.0,cluster_2,Low,Female,Low
20.0,62.9,27.0,4.9,1226.0,cluster_1,High,Female,Medium
22.0,87.3,14.8,8.4,1227.0,cluster_2,Low,Male,Medium
20.0,92.1,9.3,4.2,1228.0,cluster_2,Low,Male,Medium
18.0,74.4,26.5,4.0,1229.0,cluster_0,Medium,Female,High
18.0,75.2,15.7,8.9,1230.0,cluster_0,Medium,Male,Low
19.0,54.9,10.2,4.2,1231.0,cluster_1,High,Female,Low
19.0,69.9,15.0,7.4,1232.0,cluster_0,Medium,Male,Low
20.0,56.1,7.9,6.7,1233.0,cluster_1,High,Female,Low
21.0,80.1,10.3,7.2,1234.0,cluster_0,Medium,Female,Low
19.0,52.1,24.9,6.6,1235.0,cluster_1,High,Female,High
18.0,96.2,18.1,5.1,1236.0,cluster_2,Low,Female,Low
23.0,79.7,24.9,4.8,1237.0,cluster_0,Medium,Female,High
24.0,80.1,12.8,6.5,1238.0,cluster_0,Medium,Female,Medium
18.0,87.9,9.6,4.1,1239.0,cluster_2,Low,Female,Medium
21.0,56.2,29.5,8.5,1240.0,cluster_1,High,Male,High
22.0,78.7,5.3,4.9,1241.0,cluster_0,Medium,Male,Low
21.0,88.2,26.9,4.7,1242.0,cluster_2,Low,Female,Medium
24.0,64.3,5.4,4.3,1243.0,cluster_1,High,Female,Medium
21.0,61.8,15.6,6.1,1244.0,cluster_1,High,Female,High
21.0,87.3,29.0,4.0,1245.0,cluster_2,Low,Male,Low
22.0,87.7,21.5,8.5,1246.0,cluster_2,Low,Male,Medium
23.0,93.5,12.8,4.8,1247.0,cluster_2,Low,Female,High
19.0,88.9,29.7,5.7,1248.0,cluster_2,Low,Male,Medium
20.0,55.5,9.2,4.0,1249.0,cluster_1,High,Female,Medium
18.0,84.8,8.2,4.7,1250.0,cluster_2,Low,Female,Low
24.0,69.7,15.6,7.2,1251.0,cluster_0,Medium,Male,Low
23.0,57.9,6.0,4.8,1252.0,cluster_1,High,Male,Low
19.0,85.7,28.1,4.8,1253.0,cluster_2,Low,Female,Medium
24.0,99.4,20.8,5.9,1254.0,cluster_2,Low,Male,Low
23.0,88.3,26.8,4.0,1255.0,cluster_2,Low,Male,High
20.0,62.9,23.0,5.8,1256.0,cluster_1,High,Female,Low
18.0,74.0,9.4,7.3,1257.0,cluster_0,Medium,Female,Low
18.0,54.0,28.9,7.3,1258.0,cluster_1,High,Female,High
22.0,67.2,25.2,5.6,1259.0,cluster_0,Medium,Female,Medium
23.0,74.9,25.0,6.3,1260.0,cluster_0,Medium,Female,Low
24.0,94.0,20.4,7.3,1261.0,cluster_2,Low,Female,Medium
23.0,75.3,14.4,4.7,1262.0,cluster_0,Medium,Male,Low
20.0,97.7,10.4,8.9,1263.0,cluster_2,Low,Female,Low
22.0,79.1,11.5,7.3,1264.0,cluster_0,Medium,Female,High
23.0,64.0,19.9,8.6,1265.0,cluster_1,High,Male,Low
19.0,94.4,20.0,6.7,1266.0,cluster_2,Low,Male,Low
19.0,80.4,6.9,4.3,1267.0,cluster_0,Medium,Female,Low
20.0,76.9,18.0,7.5,1268.0,cluster_0,Medium,Female,High
22.0,66.7,20.2,7.4,1269.0,cluster_0,Medium,Female,High
20.0,79.4,21.2,6.1,1270.0,cluster_0,Medium,Male,Medium
24.0,78.2,9.9,4.9,1271.0,cluster_0,Medium,Female,Medium
18.0,58.8,6.2,6.6,1272.0,cluster_1,High,Male,Medium
22.0,53.1,10.6,7.1,1273.0,cluster_1,High,Male,Medium
21.0,90.7,26.5,8.3,1274.0,cluster_2,Low,Female,High
21.0,52.4,23.9,6.1,1275.0,cluster_1,High,Male,Low
22.0,92.6,19.3,8.3,1276.0,cluster_2,Low,Female,Low
19.0,69.2,12.5,8.7,1277.0,cluster_0,Medium,Male,Low
18.0,74.7,21.2,6.4,1278.0,cluster_0,Medium,Male,Low
21.0,95.6,23.6,8.6,1279.0,cluster_2,Low,Female,Medium
19.0,65.0,15.0,6.5,1280.0,cluster_1,High,Male,Medium
22.0,51.2,5.8,4.7,1281.0,cluster_1,High,Female,Medium
21.0,94.7,15.5,6.7,1282.0,cluster_2,Low,Male,High
23.0,57.2,16.9,5.6,1283.0,cluster_1,High,Female,Medium
22.0,73.8,22.9,6.6,1284.0,cluster_0,Medium,Female,Low
19.0,65.2,12.8,4.6,1285.0,cluster_1,High,Male,High
21.0,99.7,20.9,5.1,1286.0,cluster_2,Low,Male,Low
21.0,68.9,12.0,8.7,1287.0,cluster_0,Medium,Female,Low
22.0,98.7,11.6,8.1,1288.0,cluster_2,Low,Male,Low
18.0,75.4,29.8,7.7,1289.0,cluster_0,Medium,Male,Low
19.0,52.2,19.5,6.2,1290.0,cluster_1,High,Male,High
19.0,97.2,15.1,7.7,1291.0,cluster_2,Low,Female,Medium
21.0,86.8,12.1,5.8,1292.0,cluster_2,Low,Male,Medium
22.0,70.3,5.5,7.7,1293.0,cluster_0,Medium,Male,Medium
18.0,96.6,24.1,8.5,1294.0,cluster_2,Low,Male,High
18.0,67.1,26.7,7.6,1295.0,cluster_0,Medium,Female,Low
24.0,57.1,7.4,6.8,1296.0,cluster_1,High,Female,Medium
18.0,70.5,29.8,8.1,1297.0,cluster_0,Medium,Male,Medium
21.0,84.2,10.2,7.2,1298.0,cluster_2,Low,Female,Low
24.0,74.8,7.2,7.3,1299.0,cluster_0,Medium,Female,High
21.0,69.3,18.5,6.8,1300.0,cluster_0,Medium,Female,Medium
23.0,99.5,28.2,4.5,1301.0,cluster_2,Low,Female,Low
19.0,68.5,15.1,4.3,1302.0,cluster_0,Medium,Male,Medium
21.0,52.7,15.1,7.3,1303.0,cluster_1,High,Male,Low
24.0,56.5,20.8,7.0,1304.0,cluster_1,High,Male,Medium
22.0,89.4,10.8,4.9,1305.0,cluster_2,Low,Male,Medium
24.0,82.8,19.7,6.6,1306.0,cluster_0,Medium,Female,Low
24.0,64.3,14.1,7.7,1307.0,cluster_1,High,Male,Medium
23.0,69.6,22.4,7.7,1308.0,cluster_0,Medium,Female,High
19.0,90.6,11.2,7.0,1309.0,cluster_2,Low,Male,Low
19.0,70.7,9.6,4.7,1310.0,cluster_0,Medium,Female,Medium
21.0,87.8,11.2,5.5,1311.0,cluster_2,Low,Female,Low
20.0,64.8,28.4,6.0,1312.0,cluster_1,High,Male,High
20.0,66.2,25.1,7.5,1313.0,cluster_1,High,Male,Medium
20.0,77.3,24.5,7.7,1314.0,cluster_0,Medium,Female,Low
22.0,99.1,9.2,8.6,1315.0,cluster_2,Low,Male,Medium
19.0,73.3,13.1,5.2,1316.0,cluster_0,Medium,Male,Medium
23.0,99.3,7.6,4.0,1317.0,cluster_2,Low,Male,Medium
19.0,95.3,5.8,4.9,1318.0,cluster_2,Low,Female,Medium
22.0,76.4,7.3,5.3,1319.0,cluster_0,Medium,Male,Low
20.0,81.5,7.5,5.0,1320.0,cluster_0,Medium,Female,Low
18.0,58.4,7.7,7.3,1321.0,cluster_1,High,Male,Medium
19.0,92.7,9.8,4.8,1322.0,cluster_2,Low,Male,Medium
21.0,96.5,17.5,6.2,1323.0,cluster_2,Low,Male,Low
19.0,86.7,26.5,5.3,1324.0,cluster_2,Low,Female,Low
22.0,71.8,16.8,5.8,1325.0,cluster_0,Medium,Female,High
22.0,60.0,26.0,6.9,1326.0,cluster_1,High,Female,Low
21.0,95.7,6.2,8.5,1327.0,cluster_2,Low,Male,Medium
21.0,73.8,7.1,4.9,1328.0,cluster_0,Medium,Female,High
21.0,78.7,13.7,7.7,1329.0,cluster_0,Medium,Female,Medium
22.0,76.2,23.7,5.4,1330.0,cluster_0,Medium,Female,High
23.0,85.3,24.4,7.5,1331.0,cluster_2,Low,Female,Low
23.0,99.4,21.1,7.3,1332.0,cluster_2,Low,Female,Medium
21.0,56.7,8.6,5.7,1333.0,cluster_1,High,Male,Low
19.0,65.9,22.5,8.2,1334.0,cluster_1,High,Male,Medium
19.0,70.6,26.4,7.5,1335.0,cluster_0,Medium,Male,Low
21.0,60.2,13.2,7.8,1336.0,cluster_1,High,Female,Low
20.0,56.4,26.9,6.7,1337.0,cluster_1,High,Male,Medium
24.0,70.6,11.7,4.7,1338.0,cluster_0,Medium,Male,High
19.0,63.1,23.6,8.7,1339.0,cluster_1,High,Male,Medium
18.0,77.5,7.3,5.2,1340.0,cluster_0,Medium,Female,Medium
24.0,96.9,17.8,5.7,1341.0,cluster_2,Low,Female,Medium
19.0,64.2,5.9,4.8,1342.0,cluster_1,High,Male,Medium
21.0,56.2,27.2,7.7,1343.0,cluster_1,High,Female,High
23.0,79.3,11.4,4.1,1344.0,cluster_0,Medium,Male,Medium
19.0,63.6,20.8,4.6,1345.0,cluster_1,High,Female,Low
19.0,51.1,11.6,7.6,1346.0,cluster_1,High,Female,Low
18.0,79.2,8.3,8.9,1347.0,cluster_0,Medium,Female,Low
23.0,59.8,28.5,6.2,1348.0,cluster_1,High,Male,Medium
19.0,64.4,26.9,7.7,1349.0,cluster_1,High,Female,Low
20.0,85.4,25.7,4.2,1350.0,cluster_2,Low,Male,Medium
23.0,53.3,22.9,6.8,1351.0,cluster_1,High,Male,Medium
22.0,70.0,28.9,5.6,1352.0,cluster_0,Medium,Male,High
23.0,100.0,19.2,4.6,1353.0,cluster_2,Low,Male,Medium
22.0,60.1,23.7,4.3,1354.0,cluster_1,High,Female,High
19.0,66.4,23.4,8.2,1355.0,cluster_0,Medium,Female,Medium
18.0,81.0,18.9,7.5,1356.0,cluster_0,Medium,Female,High
19.0,98.2,10.4,8.3,1357.0,cluster_2,Low,Male,Medium
19.0,80.4,5.0,8.9,1358.0,cluster_0,Medium,Female,Low
23.0,70.5,30.0,7.7,1359.0,cluster_0,Medium,Female,Low
21.0,69.5,15.4,4.0,1360.0,cluster_0,Medium,Female,Medium
23.0,50.1,24.1,4.1,1361.0,cluster_1,High,Female,Medium
19.0,64.3,12.0,4.4,1362.0,cluster_1,High,Male,Low
19.0,71.7,28.9,4.2,1363.0,cluster_0,Medium,Female,Medium
24.0,98.4,16.4,5.8,1364.0,cluster_2,Low,Male,High
19.0,59.6,13.6,5.4,1365.0,cluster_1,High,Female,High
23.0,70.1,23.0,5.9,1366.0,cluster_0,Medium,Male,Low
21.0,94.2,26.6,8.6,1367.0,cluster_2,Low,Male,High
22.0,65.1,23.7,7.1,1368.0,cluster_1,High,Female,Low
18.0,90.6,25.5,7.8,1369.0,cluster_2,Low,Female,Low
21.0,70.2,15.4,8.4,1370.0,cluster_0,Medium,Female,Low
24.0,78.6,5.5,7.8,1371.0,cluster_0,Medium,Male,Low
18.0,67.7,25.2,7.9,1372.0,cluster_0,Medium,Male,Medium
18.0,63.4,10.2,8.2,1373.0,cluster_1,High,Male,Medium
22.0,83.5,16.8,6.5,1374.0,cluster_2,Low,Male,Low
24.0,67.6,16.9,6.8,1375.0,cluster_0,Medium,Male,Medium
21.0,68.4,22.4,4.7,1376.0,cluster_0,Medium,Female,Low
21.0,73.1,14.7,6.2,1377.0,cluster_0,Medium,Male,Low
21.0,56.8,11.5,8.3,1378.0,cluster_1,High,Male,Medium
19.0,53.4,5.6,7.5,1379.0,cluster_1,High,Female,Medium
19.0,70.1,9.9,5.8,1380.0,cluster_0,Medium,Female,Medium
22.0,96.7,9.5,4.4,1381.0,cluster_2,Low,Male,Low
22.0,79.5,27.4,6.6,1382.0,cluster_0,Medium,Female,Low
21.0,83.0,26.2,4.2,1383.0,cluster_0,Medium,Male,Low
20.0,69.4,29.0,5.9,1384.0,cluster_0,Medium,Male,High
19.0,90.4,29.5,5.6,1385.0,cluster_2,Low,Female,Low
22.0,99.3,14.0,8.8,1386.0,cluster_2,Low,Female,Low
23.0,89.8,26.6,4.3,1387.0,cluster_2,Low,Male,Medium
23.0,86.4,27.4,8.9,1388.0,cluster_2,Low,Male,Medium
19.0,70.6,26.9,5.7,1389.0,cluster_0,Medium,Female,Medium
18.0,52.6,15.8,8.2,1390.0,cluster_1,High,Female,Low
21.0,52.3,7.8,4.3,1391.0,cluster_1,High,Female,Low
23.0,92.8,18.5,5.0,1392.0,cluster_2,Low,Male,Medium
20.0,51.6,25.1,7.2,1393.0,cluster_1,High,Female,Medium
22.0,79.0,24.7,6.3,1394.0,cluster_0,Medium,Male,Low
20.0,94.3,27.8,8.8,1395.0,cluster_2,Low,Male,Low
20.0,96.0,19.8,4.0,1396.0,cluster_2,Low,Female,Medium
18.0,98.6,14.8,8.7,1397.0,cluster_2,Low,Female,High
23.0,53.0,13.9,9.0,1398.0,cluster_1,High,Male,Medium
20.0,78.0,26.4,6.8,1399.0,cluster_0,Medium,Female,Low
21.0,92.3,27.9,6.6,1400.0,cluster_2,Low,Female,Medium
22.0,65.8,28.7,5.5,1401.0,cluster_1,High,Female,Medium
22.0,50.5,23.0,5.3,1402.0,cluster_1,High,Male,Medium
19.0,99.3,17.4,5.5,1403.0,cluster_2,Low,Male,Medium
24.0,88.4,12.1,4.9,1404.0,cluster_2,Low,Male,Medium
19.0,68.1,5.4,7.6,1405.0,cluster_0,Medium,Male,High
22.0,54.6,29.5,8.5,1406.0,cluster_1,High,Male,Medium
18.0,68.9,13.3,7.7,1407.0,cluster_0,Medium,Male,Low
20.0,66.8,13.6,6.4,1408.0,cluster_0,Medium,Female,Medium
22.0,61.0,6.6,7.5,1409.0,cluster_1,High,Male,Low
23.0,97.4,23.9,8.2,1410.0,cluster_2,Low,Male,Medium
22.0,71.4,29.6,7.7,1411.0,cluster_0,Medium,Female,High
19.0,66.2,11.3,5.7,1412.0,cluster_1,High,Male,Low
20.0,82.0,11.9,4.6,1413.0,cluster_0,Medium,Female,Medium
19.0,84.2,28.4,6.5,1414.0,cluster_2,Low,Male,Low
20.0,99.2,20.1,8.9,1415.0,cluster_2,Low,Female,Medium
18.0,77.3,9.3,4.1,1416.0,cluster_0,Medium,Female,Medium
19.0,87.6,6.1,8.2,1417.0,cluster_2,Low,Male,Medium
24.0,90.9,12.7,6.7,1418.0,cluster_2,Low,Male,Low
22.0,78.1,27.8,4.7,1419.0,cluster_0,Medium,Male,High
23.0,70.9,29.2,7.1,1420.0,cluster_0,Medium,Male,Medium
19.0,71.0,11.6,7.5,1421.0,cluster_0,Medium,Female,Low
22.0,84.8,17.2,8.6,1422.0,cluster_2,Low,Male,Low
24.0,70.3,10.3,8.4,1423.0,cluster_0,Medium,Male,Low
18.0,99.1,24.1,4.6,1424.0,cluster_2,Low,Female,Medium
22.0,76.2,9.9,4.5,1425.0,cluster_0,Medium,Female,High
24.0,77.9,21.9,8.8,1426.0,cluster_0,Medium,Female,High
22.0,70.4,8.2,8.8,1427.0,cluster_0,Medium,Female,Medium
22.0,67.8,9.8,8.1,1428.0,cluster_0,Medium,Female,Medium
22.0,99.3,5.6,8.9,1429.0,cluster_2,Low,Female,Medium
22.0,82.8,28.2,6.2,1430.0,cluster_0,Medium,Male,Low
21.0,57.6,21.4,6.5,1431.0,cluster_1,High,Female,Low
23.0,86.3,28.1,8.0,1432.0,cluster_2,Low,Female,Low
24.0,94.2,22.0,8.2,1433.0,cluster_2,Low,Male,Medium
19.0,95.9,7.2,8.9,1434.0,cluster_2,Low,Female,High
24.0,99.3,19.9,5.1,1435.0,cluster_2,Low,Male,Medium
19.0,88.6,19.4,7.4,1436.0,cluster_2,Low,Female,Low
21.0,57.5,8.9,6.9,1437.0,cluster_1,High,Female,Low
19.0,73.4,22.4,5.0,1438.0,cluster_0,Medium,Female,High
19.0,89.3,20.4,6.0,1439.0,cluster_2,Low,Male,Low
18.0,56.3,25.2,8.2,1440.0,cluster_1,High,Female,High
19.0,82.6,21.1,5.1,1441.0,cluster_0,Medium,Male,Medium
21.0,83.6,12.0,6.5,1442.0,cluster_2,Low,Female,Low
20.0,70.7,26.0,7.7,1443.0,cluster_0,Medium,Female,Low
18.0,89.0,12.6,5.4,1444.0,cluster_2,Low,Male,Low
21.0,50.7,10.5,8.5,1445.0,cluster_1,High,Male,Medium
18.0,95.9,22.2,4.8,1446.0,cluster_2,Low,Male,Medium
23.0,92.8,14.3,8.1,1447.0,cluster_2,Low,Male,Low
20.0,93.2,29.8,5.8,1448.0,cluster_2,Low,Female,Low
19.0,71.1,16.7,7.0,1449.0,cluster_0,Medium,Female,Medium
20.0,94.6,20.0,4.7,1450.0,cluster_2,Low,Male,High
23.0,51.9,28.9,8.3,1451.0,cluster_1,High,Male,Medium
22.0,84.6,24.0,7.3,1452.0,cluster_2,Low,Female,Low
19.0,82.9,5.4,8.0,1453.0,cluster_0,Medium,Female,Medium
21.0,81.5,29.0,8.5,1454.0,cluster_0,Medium,Male,Medium
19.0,65.3,5.6,4.8,1455.0,cluster_1,High,Male,Medium
24.0,89.8,18.0,6.1,1456.0,cluster_2,Low,Female,High
24.0,70.4,14.9,6.3,1457.0,cluster_0,Medium,Male,Medium
21.0,95.4,6.7,6.1,1458.0,cluster_2,Low,Male,Medium
23.0,50.4,22.1,6.7,1459.0,cluster_1,High,Male,Medium
24.0,54.5,21.3,4.2,1460.0,cluster_1,High,Male,High
18.0,67.6,15.2,6.5,1461.0,cluster_0,Medium,Male,Medium
22.0,77.2,25.4,6.7,1462.0,cluster_0,Medium,Male,Medium
18.0,85.7,22.4,4.7,1463.0,cluster_2,Low,Male,Low
19.0,86.3,11.4,5.3,1464.0,cluster_2,Low,Male,High
21.0,92.5,8.4,7.2,1465.0,cluster_2,Low,Male,High
22.0,69.0,15.2,7.1,1466.0,cluster_0,Medium,Female,Low
19.0,70.1,25.4,4.9,1467.0,cluster_0,Medium,Male,High
23.0,52.6,14.7,7.9,1468.0,cluster_1,High,Male,Medium
24.0,54.2,28.4,6.2,1469.0,cluster_1,High,Male,Medium
20.0,52.8,29.2,8.8,1470.0,cluster_1,High,Female,High
19.0,92.2,8.9,5.1,1471.0,cluster_2,Low,Female,Low
18.0,72.0,13.7,5.6,1472.0,cluster_0,Medium,Male,Medium
20.0,62.4,12.8,5.6,1473.0,cluster_1,High,Male,Low
23.0,53.6,28.1,5.4,1474.0,cluster_1,High,Male,Medium
20.0,71.6,7.2,7.9,1475.0,cluster_0,Medium,Female,Low
22.0,80.0,19.7,5.7,1476.0,cluster_0,Medium,Male,Low
24.0,89.9,17.1,5.0,1477.0,cluster_2,Low,Male,Low
19.0,52.6,29.4,7.0,1478.0,cluster_1,High,Female,Medium
23.0,70.9,29.1,6.3,1479.0,cluster_0,Medium,Female,High
22.0,98.8,15.6,4.1,1480.0,cluster_2,Low,Male,Low
19.0,56.0,16.0,5.4,1481.0,cluster_1,High,Male,High
20.0,70.0,14.6,4.2,1482.0,cluster_0,Medium,Male,Low
20.0,63.8,24.7,7.8,1483.0,cluster_1,High,Male,High
21.0,56.7,7.5,8.8,1484.0,cluster_1,High,Female,High
21.0,92.0,7.9,6.5,1485.0,cluster_2,Low,Male,Low
20.0,84.9,22.6,6.8,1486.0,cluster_2,Low,Male,High
20.0,70.6,5.4,8.2,1487.0,cluster_0,Medium,Female,Medium
18.0,68.5,21.8,4.1,1488.0,cluster_0,Medium,Male,Medium
24.0,91.4,8.2,4.8,1489.0,cluster_2,Low,Male,Medium
18.0,54.5,24.7,7.3,1490.0,cluster_1,High,Female,Low
24.0,74.4,16.7,8.9,1491.0,cluster_0,Medium,Male,High
21.0,88.7,24.8,6.0,1492.0,cluster_2,Low,Female,Medium
20.0,81.2,28.1,6.8,1493.0,cluster_0,Medium,Male,Medium
22.0,96.7,26.7,8.5,1494.0,cluster_2,Low,Male,High
23.0,74.6,20.9,4.2,1495.0,cluster_0,Medium,Male,High
23.0,68.3,21.9,7.7,1496.0,cluster_0,Medium,Male,Low
21.0,50.8,15.2,4.0,1497.0,cluster_1,High,Female,Low
18.0,62.8,10.7,8.3,1498.0,cluster_1,High,Male,High
23.0,59.4,15.3,6.5,1499.0,cluster_1,High,Male,High
19.0,56.8,19.8,4.4,1500.0,cluster_1,High,Male,Low
22.0,51.6,22.3,6.2,1501.0,cluster_1,High,Male,Medium
19.0,55.2,13.3,5.8,1502.0,cluster_1,High,Female,Medium
23.0,52.3,11.2,6.3,1503.0,cluster_1,High,Female,High
18.0,56.9,9.6,8.5,1504.0,cluster_1,High,Male,Low
24.0,83.4,27.4,6.3,1505.0,cluster_0,Medium,Male,Low
19.0,79.2,25.7,7.4,1506.0,cluster_0,Medium,Male,Medium
22.0,66.1,13.6,8.5,1507.0,cluster_1,High,Female,Low
19.0,57.1,20.3,5.0,1508.0,cluster_1,High,Male,High
22.0,87.1,27.1,4.4,1509.0,cluster_2,Low,Female,High
21.0,64.2,19.5,8.3,1510.0,cluster_1,High,Male,High
18.0,67.6,9.0,8.9,1511.0,cluster_0,Medium,Male,Medium
23.0,68.2,25.7,6.9,1512.0,cluster_0,Medium,Female,Low
22.0,50.8,12.5,6.7,1513.0,cluster_1,High,Female,High
19.0,57.8,14.8,7.3,1514.0,cluster_1,High,Male,High
23.0,60.4,27.2,5.7,1515.0,cluster_1,High,Female,Medium
19.0,82.6,26.0,7.2,1516.0,cluster_0,Medium,Female,Medium
21.0,75.9,28.2,5.2,1517.0,cluster_0,Medium,Male,High
18.0,50.5,19.1,6.4,1518.0,cluster_1,High,Male,Medium
19.0,55.2,22.4,7.6,1519.0,cluster_1,High,Male,Medium
23.0,89.4,26.5,7.4,1520.0,cluster_2,Low,Female,Medium
21.0,91.3,14.3,5.7,1521.0,cluster_2,Low,Female,Low
24.0,98.7,5.8,6.9,1522.0,cluster_2,Low,Male,Medium
23.0,53.2,12.1,4.1,1523.0,cluster_1,High,Male,Medium
20.0,93.3,14.3,4.9,1524.0,cluster_2,Low,Female,Low
19.0,70.8,15.0,8.9,1525.0,cluster_0,Medium,Male,Low
20.0,65.4,24.4,7.3,1526.0,cluster_1,High,Male,High
18.0,82.4,6.0,8.3,1527.0,cluster_0,Medium,Female,High
23.0,88.6,18.5,8.6,1528.0,cluster_2,Low,Female,Low
18.0,58.2,26.5,8.9,1529.0,cluster_1,High,Male,High
20.0,94.5,27.7,6.0,1530.0,cluster_2,Low,Female,Low
21.0,91.9,27.2,5.7,1531.0,cluster_2,Low,Female,High
22.0,89.7,26.3,4.5,1532.0,cluster_2,Low,Female,Low
24.0,64.5,21.7,4.3,1533.0,cluster_1,High,Male,High
19.0,84.5,22.2,8.0,1534.0,cluster_2,Low,Female,High
22.0,57.8,10.1,5.8,1535.0,cluster_1,High,Female,Medium
18.0,81.2,15.3,4.2,1536.0,cluster_0,Medium,Male,Medium
22.0,98.9,21.9,6.1,1537.0,cluster_2,Low,Female,High
20.0,92.7,22.4,4.8,1538.0,cluster_2,Low,Female,Low
19.0,69.0,14.5,5.7,1539.0,cluster_0,Medium,Female,Low
20.0,53.4,25.0,8.9,1540.0,cluster_1,High,Male,Medium
21.0,61.0,18.3,5.6,1541.0,cluster_1,High,Male,Medium
21.0,72.9,18.6,4.6,1542.0,cluster_0,Medium,Male,Medium
21.0,83.4,25.1,6.2,1543.0,cluster_0,Medium,Male,Medium
23.0,74.9,8.6,5.8,1544.0,cluster_0,Medium,Female,High
18.0,88.0,7.3,5.0,1545.0,cluster_2,Low,Male,Low
18.0,50.9,24.0,5.4,1546.0,cluster_1,High,Female,Medium
18.0,72.4,26.5,8.2,1547.0,cluster_0,Medium,Male,Medium
20.0,74.7,22.2,7.4,1548.0,cluster_0,Medium,Male,Low
22.0,66.0,9.5,4.6,1549.0,cluster_1,High,Male,High
24.0,74.3,27.8,8.4,1550.0,cluster_0,Medium,Male,Low
18.0,96.2,24.1,8.3,1551.0,cluster_2,Low,Female,High
24.0,89.1,13.6,8.1,1552.0,cluster_2,Low,Male,Low
18.0,79.0,15.2,7.0,1553.0,cluster_0,Medium,Male,Medium
24.0,94.8,12.0,4.7,1554.0,cluster_2,Low,Female,Low
19.0,57.3,29.0,8.6,1555.0,cluster_1,High,Male,Low
20.0,72.5,23.2,4.7,1556.0,cluster_0,Medium,Male,High
23.0,65.4,9.9,6.5,1557.0,cluster_1,High,Male,Low
22.0,50.1,10.1,4.5,1558.0,cluster_1,High,Female,Medium
21.0,98.7,20.4,7.8,1559.0,cluster_2,Low,Male,Low
24.0,51.3,27.6,4.7,1560.0,cluster_1,High,Male,Medium
19.0,72.4,12.8,8.2,1561.0,cluster_0,Medium,Female,Medium
18.0,77.4,18.6,5.3,1562.0,cluster_0,Medium,Female,Low
20.0,67.4,26.8,5.8,1563.0,cluster_0,Medium,Male,Medium
