Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,22,Mathematics,92.18,73.67,89.8,56.73,60.95,3.25,58.48,89.27,A,6.1,No,Yes,Bachelor's,Low,7,6.6
Female,21,CS,82.74,93.98,53.22,75.21,80.7,7.31,61.05,61.04,A,16.1,No,Yes,PhD,Medium,10,6.6
Male,24,CS,52.01,53.18,58.88,74.81,84.42,2.09,60.07,95.66,D,15.1,No,No,Bachelor's,Medium,1,7.6
Female,18,Engineering,68.44,76.94,61.49,99.46,72.59,6.54,63.68,52.52,F,7.7,No,Yes,PhD,Low,7,7.3
Male,21,Mathematics,75.725,92.24,99.93,83.27,75.69,8.17,87.04,81.4,C,14.1,No,Yes,Bachelor's,Low,5,7.4
Female,19,Business,76.88,67.47,63.03,53.44,97.44,5.47,65.38,78.17,F,19.9,Yes,Yes,PhD,Low,7,6.2
Male,21,CS,91.66,83.46,54.87,79.42,98.96,1.33,86.04,98.09,B,14.6,No,Yes,PhD,Low,6,4.3
Female,21,Engineering,80.52,64.13,52.88,84.55,92.47,4.61,50.26,90,D,16.1,No,Yes,Bachelor's,Medium,8,8.9
Male,18,CS,97.46,95.19,77.13,74.81,65.36,5.9,68.55,70.66,B,29.4,No,No,Bachelor's,Low,8,7.2
Female,24,CS,67.96,74.58,42.14,74.81,65.75,9.56,55.59,56.62,C,19,No,Yes,PhD,Low,1,4.9
Female,23,CS,75.725,47.62,55.42,86.65,80.25,7.74,58.87,77.48,D,28.7,Yes,Yes,Bachelor's,Low,4,8.7
Male,22,CS,84.96,55.58,58.4,50.81,71.98,7.27,57.51,71.27,A,15.9,No,Yes,High School,Medium,1,8.4
Male,24,Engineering,99.25,70.8,95.63,51.47,71.33,7.53,54.78,83.27,A,8.6,No,Yes,High School,Low,6,7.1
Male,23,Business,80.4,44.18,82.64,60.97,63.67,6.27,57.78,69.98,D,17.6,Yes,Yes,High School,Medium,2,8.6
Male,19,Business,75.04,53.4,96.21,68.7,50.4,3.65,92.32,62.68,A,27.3,No,Yes,Master's,Low,4,4.7
Female,20,CS,69.11,66.39,79.6,80.39,98.53,1.01,58.58,93.84,D,21.4,No,Yes,High School,Medium,7,7.2
Female,19,CS,62.2,73.92,55.94,67.72,80.78,9.25,94,75.75,B,22.5,No,Yes,PhD,Medium,7,8.2
Male,19,CS,60.92,42.51,61.74,56.21,54.93,1.61,79.52,97.02,F,27.3,No,Yes,High School,High,2,4.6
Female,19,Mathematics,82.56,84.76,59.59,74.81,98.27,7.12,97.86,50.54,D,18.9,No,Yes,High School,High,3,7.8
Female,23,Engineering,90.07,69.18,78.54,60.5,72.71,5.65,56.63,97.28,A,21.4,No,No,Bachelor's,High,7,8.3
Female,24,Engineering,53.73,91,75.32,62.03,97.22,3.84,55.24,59.02,C,17.8,No,Yes,Master's,Low,2,9
Female,23,CS,87.91,86.83,44.78,75.81,71.77,0.25,61.16,65.76,A,6.3,Yes,Yes,Bachelor's,Low,4,6.7
Male,18,CS,51.69,82.79,82.51,77.22,64.67,1.23,74.62,58.35,D,28.4,Yes,Yes,High School,High,4,7.7
Male,19,CS,72.07,62.81,73.52,51.34,96.37,5.89,58.83,88.73,D,13.2,No,Yes,Bachelor's,Medium,2,6.9
Male,23,CS,53.15,90.3,95.4,52.51,86.21,5.67,77.85,80.05,D,29.9,No,Yes,Bachelor's,Low,10,8.1
Male,22,CS,79.44,69.88,98,92.08,86.71,7.68,76.53,74.86,B,25.1,No,Yes,PhD,Low,7,8.6
Male,19,CS,69.26,80.67,61.33,62.86,99.78,9.27,71.7,53.86,A,22.7,No,Yes,PhD,Medium,10,8.2
Male,22,Engineering,55.64,52.76,71.33,73.6,88.61,5.92,52.13,86.05,C,8.9,Yes,Yes,Bachelor's,Low,1,9
Female,19,Engineering,76.51,58.32,81.24,74.81,53.37,6.87,54.61,75.08,B,23.2,No,No,PhD,Medium,7,7.2
Male,19,CS,64.15,80.74,53.47,80.4,84.85,3.18,98.03,91.03,B,29.4,Yes,Yes,Bachelor's,Medium,7,4
Male,20,CS,95.81,72.56,76.07,74.81,76.16,8.1,70.76,97.81,A,25.3,Yes,Yes,Bachelor's,Low,5,4.3
Male,21,CS,96.5,72.61,68.91,92.52,83.96,9.94,75.8,60.8,A,19.4,No,No,Master's,Medium,4,7.1
Female,20,Business,75.725,44.14,99.5,56.69,74.07,1.61,87.9,73.6,A,27.9,Yes,Yes,PhD,High,9,4.1
Male,18,Engineering,73.02,46.03,64.29,72.78,97.13,0.24,66.37,57.38,B,22.1,No,No,High School,Low,6,8.5
Female,24,Mathematics,91.32,73.26,46.4,97.35,83.98,2.19,76.64,59.28,A,21.9,No,Yes,High School,Low,8,5.6
Female,18,CS,71.16,59.67,89.29,88.6,94.67,5.9,50.34,94.15,F,10.1,No,Yes,High School,Medium,3,4.8
Male,21,CS,62.62,53.23,52.73,55.85,59.53,1.74,70.44,55.79,F,26.5,Yes,Yes,High School,High,6,6.2
Male,24,Business,99.17,67.98,82.8,75.13,64.83,8.11,77.75,61.21,A,26.6,No,Yes,Master's,Low,4,6.6
Male,19,CS,99.48,88.15,49.59,91.87,98.59,4.56,89.4,79.29,B,25.6,No,Yes,High School,Low,5,7.7
Female,21,CS,98.55,78.51,89.07,95.44,68.24,4,55.97,66.52,A,14.2,Yes,Yes,Bachelor's,Low,9,8.4
Female,20,Business,96.79,99.11,51.86,57.39,76.05,7.29,59.23,61.09,A,17.1,No,Yes,PhD,Medium,9,8.6
Female,24,Engineering,65.83,91.23,80.91,69.44,93.77,6.69,81.42,66.74,B,25.7,No,No,PhD,Medium,3,4.5
Male,18,CS,50.13,78.68,86.19,59.77,77.67,6.5,68.14,87.75,D,23.7,No,Yes,PhD,Medium,9,5.2
Female,18,Engineering,68.75,91.33,89.05,94.68,50.18,4.14,74.11,93.62,F,11.6,No,Yes,Bachelor's,Low,2,7.7
Male,22,Engineering,70.81,87.37,65.23,86.94,79.95,6.89,94.6,63.1,D,21.7,No,Yes,PhD,Medium,3,4.6
Male,20,Engineering,75.725,64.87,92.05,81.08,63.29,8.29,95.04,66.38,B,28.8,No,Yes,Master's,Low,10,6.2
Male,21,Engineering,71.94,75.43,71.56,69.33,60.16,0.85,61.21,79.81,F,16.2,Yes,Yes,Bachelor's,Low,5,7.5
Female,18,Engineering,75.725,99.15,83.11,96.28,81.18,1.63,55.14,94.66,D,18,No,Yes,High School,Low,5,8.9
Male,22,Business,79.08,88,52.83,75.74,57.3,6.11,51.49,98.9,A,29.3,No,Yes,PhD,Low,5,7.5
Male,20,CS,91.08,51.16,47.64,69.2,67.67,3.18,57.74,64.39,A,22,Yes,No,High School,High,7,4.3
Female,18,CS,65.03,91.88,49.89,93.12,75.3,7.94,90.84,83.92,C,19.8,No,Yes,PhD,Medium,3,8.9
Female,19,CS,64.76,63.78,93.43,61.63,68.92,3.24,59.48,63.16,A,19.2,No,Yes,Bachelor's,Low,7,6
Male,22,Business,68.06,55.83,99.46,54.74,93.91,0.22,55.71,65.92,D,26.8,No,No,PhD,Low,7,7.9
Male,20,Mathematics,81.13,73.7,61.42,74.81,68.41,5.71,53.87,74.43,F,5.4,No,Yes,Master's,Low,2,5.1
Male,18,Mathematics,76.83,97.51,47.03,61.04,66.45,3.59,51.85,53.64,B,24.3,Yes,Yes,PhD,High,10,4.1
Male,22,CS,67.13,51.73,80.04,97.15,57.36,6.9,96.05,87.05,C,24.1,Yes,No,Bachelor's,Medium,8,4.8
Male,18,Business,51.14,59.77,93.83,74.81,54.33,5.49,81.39,80.25,C,21.6,No,No,High School,High,2,8.1
Male,23,CS,63.61,66.21,73.24,97.01,62.08,7.91,51.64,61.15,F,16.2,No,Yes,PhD,Medium,6,6.5
Male,19,Mathematics,51.83,61.92,77.17,85.59,91.9,0.05,95.15,75.64,D,26,Yes,Yes,Master's,Medium,10,5.7
Female,18,CS,70.73,62.09,55.63,65.25,94.59,2.76,58.09,97.25,F,17.7,No,Yes,Bachelor's,Medium,3,6.8
Female,22,Business,70.84,65.15,75.39,90.02,83.05,4.05,62.44,96.65,D,12.7,Yes,Yes,Master's,Medium,10,8.3
Male,18,Engineering,91.94,97.07,77.95,70.86,61.52,6.2,75.28,57.06,A,29.6,No,Yes,High School,High,2,7.8
Male,18,Engineering,81.15,93.67,95.31,95.83,81.14,9.05,61.9,77.31,F,5.1,No,Yes,Bachelor's,Low,6,5.9
Male,23,Engineering,86.84,70.8,95.79,52.12,94.36,0.21,86.19,51.26,B,6.6,No,Yes,Master's,High,4,8.9
Female,22,Business,97.22,43.48,40.47,74.81,99.26,2.88,70.04,64.05,A,18.6,Yes,Yes,PhD,Medium,7,5.4
Female,23,Mathematics,71.09,82.43,91.48,73.87,88.08,2.25,54.92,91.01,C,16.2,Yes,Yes,High School,High,4,4.5
Male,20,CS,71.32,61.55,45.08,69.78,84.57,8.23,87.48,73.33,A,13.1,No,Yes,Master's,Medium,5,7.4
Female,23,Engineering,84.79,58.45,60.94,84.03,87.01,3.3,83.54,60.01,C,29.9,No,Yes,Master's,High,7,7.4
Male,18,CS,75.725,65.6,76.01,82.87,88.51,0.97,53.23,87.83,F,8.3,Yes,Yes,PhD,Medium,9,4.2
Male,22,Business,61.18,42,57.37,58.65,80.7,8.99,74.71,58.82,C,8.4,No,Yes,Bachelor's,Low,3,6.7
Male,22,Engineering,86.18,64.84,52.46,71,66.85,4.27,74.29,51.91,A,21.6,No,Yes,Bachelor's,High,9,6.9
Male,21,CS,89.7,64.99,78.53,54.92,95.48,2.71,71.14,69.61,A,10.1,No,Yes,High School,Low,3,7.1
Female,24,Engineering,97.41,95.66,88.27,78.02,62.18,5.6,80.6,69.69,A,5,No,No,Bachelor's,Medium,10,5
Female,18,Engineering,94.56,73.99,87.47,81.18,78.97,4.18,65,79.52,A,21.6,No,Yes,Bachelor's,Medium,3,7.3
Male,18,Engineering,75.725,96.65,53.04,80.77,68.95,9.72,79.62,80.23,A,27.9,Yes,Yes,Master's,Low,5,5.3
Male,20,Engineering,98.15,96.09,84.96,82.37,70.76,2.37,83.69,60.4,B,27.4,Yes,Yes,Bachelor's,Medium,4,8
Female,20,Engineering,75.725,48.25,74.92,84.7,55.36,1.56,52.61,76.2,B,22.6,No,Yes,Bachelor's,High,5,7.1
Male,22,Mathematics,80.06,51.4,58.02,60.17,74.21,1.9,67.96,64.07,B,10.7,Yes,Yes,PhD,Medium,2,6.5
Male,21,Business,62.04,55.14,64.31,54.14,97.95,5.07,60.73,80.23,B,6,Yes,Yes,PhD,Low,1,7.9
Female,24,Engineering,95.66,64.14,46.46,99.63,56.34,2.71,72.84,72.16,A,6.5,No,Yes,PhD,Low,3,8.5
Female,18,Business,53.51,80.37,74.44,81.69,59.36,4.69,99.69,57.75,F,12.9,Yes,No,PhD,Medium,1,4.7
Male,20,Engineering,73.43,68.59,51.89,94.93,79.89,4.39,98.35,88.52,C,28.7,No,Yes,Bachelor's,Low,7,4.9
Male,23,Business,75.725,66.53,41.73,74.81,57.35,4.74,57.55,59.54,F,8.4,No,Yes,Master's,High,2,7.6
Male,23,Engineering,80.46,85.41,94.65,71.27,70.2,6.16,52.73,71.7,A,8,No,Yes,High School,Medium,5,7.2
Female,24,CS,80.48,56.78,93.45,98.03,87.76,2.31,65.68,84.9,C,11.8,Yes,Yes,PhD,Medium,3,4.2
Female,24,Business,64.83,53.05,53.11,54.56,50.84,1.35,52.22,80.16,B,21.6,No,Yes,High School,Low,9,7.9
Male,21,Business,58.29,58.22,42.88,95.96,99.79,6.34,99.59,71.75,F,7.4,No,Yes,Master's,Low,9,8.6
Male,21,Business,59.58,68.29,77.42,92.3,73.21,9.61,84.56,82.32,C,6.7,Yes,Yes,High School,Low,4,7.8
Female,23,Engineering,64.12,62.46,40.62,82.61,92.31,1.52,57.02,86.65,C,7.7,Yes,Yes,Master's,Low,4,6.4
Male,18,Business,78.43,57.36,57.56,91.58,61.1,0.91,51.9,63.26,C,16.3,Yes,No,PhD,Low,3,6.4
Male,20,Engineering,54.56,89.08,80.26,76.3,81.9,1.03,67.27,69.37,F,20.2,No,Yes,Master's,Medium,10,5.7
Female,20,Engineering,75.44,40.33,44.54,78.67,97.29,6.57,53.98,92.74,A,5.1,Yes,Yes,High School,Low,6,4.6
Male,23,CS,79.76,93.72,46.44,82.29,85.45,0.58,78.37,75.25,B,29.5,No,Yes,High School,Medium,3,6.1
Male,19,Engineering,83.79,73.31,98.89,80.62,51.96,9.19,57.34,76.47,C,20.7,No,Yes,Master's,Medium,3,7.8
Female,18,Engineering,75.725,42.13,57.76,57.76,69.25,8.74,52.65,82.33,D,23.2,No,Yes,Bachelor's,Medium,4,7.7
Female,18,CS,69.21,48.88,72.72,87.12,94.43,9.2,84.83,91.55,D,28.8,No,Yes,Bachelor's,Low,7,7.7
Female,19,Engineering,72.13,87.22,84.11,64.79,61.77,6.58,83.18,75.52,A,23.5,No,Yes,High School,Medium,1,7.9
Male,19,Business,91.86,52.84,68.35,63.72,95.09,1.28,98.63,69.94,B,7,No,Yes,Master's,Medium,1,7.2
Female,24,CS,67.97,65.31,48.96,98.74,72.9,0.81,51.09,52.96,D,18.9,No,Yes,Master's,Low,7,4.5
Female,18,CS,53.17,65.37,70.13,88.18,90.94,0.58,90.55,69.45,D,20.8,No,Yes,High School,High,8,5.2
Female,22,Engineering,55.93,90.26,85.06,75.28,86.13,7.36,92.35,51.88,D,5.3,Yes,Yes,Master's,Low,4,4.9
Male,20,Business,62.93,45.69,53.55,76.31,71.46,2.06,88.8,81.96,A,11.3,Yes,Yes,PhD,High,5,6.3
Male,18,Engineering,94.56,73.78,46.01,60.22,78.6,2.99,74.92,70.16,A,27.1,No,Yes,Master's,High,8,6.4
Female,19,Business,56.78,87.17,95.09,71.08,93.75,6.39,73.1,80.57,C,7.4,No,No,Bachelor's,Medium,7,8.3
Female,21,CS,67.26,46.84,85.28,88.55,87.22,8.93,79.19,54.75,B,20.7,Yes,Yes,Bachelor's,High,1,4
Male,19,Business,55.79,71.53,59.21,74.81,96.55,9.11,83.49,73.37,C,21.8,Yes,Yes,Bachelor's,High,5,8.1
Female,23,Engineering,60.01,91.45,59.42,55.43,90.54,0.63,75.9,57.34,F,28.1,No,Yes,Bachelor's,Medium,4,9
Male,21,CS,90.33,88.26,87.48,74.81,90.73,9.26,78.58,55.55,A,12.6,No,Yes,Master's,Medium,9,6.8
Male,23,Business,79.3,45.36,98.11,63.22,93.89,5.47,72.51,58.04,C,22.2,No,Yes,High School,Medium,2,5.5
Female,22,Engineering,80.32,91.57,70.1,96.47,96.24,5.33,83.1,99.51,F,24.9,No,Yes,High School,Low,1,7.6
Male,23,CS,67.19,40.09,80.98,55.72,82.75,8.79,55.46,85.36,B,17.2,No,Yes,High School,Low,5,9
Female,19,Engineering,92.26,54.05,85.41,57.18,50.48,6.17,56.27,57.55,A,6.6,No,Yes,PhD,High,4,7.1
Male,23,Engineering,75.725,45.54,91.01,79.7,73.66,1.12,93.59,59.01,D,16.9,Yes,Yes,Bachelor's,High,1,5.4
Male,20,Engineering,68.21,55.47,94.65,74.81,57.55,0.52,82.44,64.75,B,29.6,No,Yes,PhD,High,7,5.9
Male,24,Business,65.9,96.08,73.63,93.53,89.88,7.26,52,52.39,D,13.3,No,Yes,Master's,Low,8,5.1
Male,24,Business,66.94,70.99,82.8,55.46,52.85,5.28,86.1,64.56,F,21.9,Yes,Yes,Master's,Medium,1,6
Male,24,CS,87.58,67.61,80.6,60.38,70.1,3.86,65.71,93.03,A,12.3,No,Yes,Bachelor's,Low,5,6.5
Male,24,Engineering,61.48,81.56,47.35,56.74,51.48,7.72,91.3,82.15,C,29.7,Yes,Yes,High School,Low,6,8.9
Male,20,CS,54.22,47.72,85.34,85.2,94.38,2.65,60.7,94.14,C,14,No,Yes,Bachelor's,Medium,5,4.7
Female,21,Engineering,53.43,92.81,66.41,53.65,56.49,9.47,67.02,76.73,D,29.2,No,Yes,PhD,Low,9,5.1
Male,20,CS,75.725,44.44,86.36,75.95,79.03,8.14,81.23,96.7,D,18.9,No,Yes,PhD,Medium,7,7.9
Male,19,Engineering,99.04,76.24,43.98,88.48,63.52,1.24,52.72,62.19,B,26.5,No,Yes,High School,Low,7,6.6
Male,20,Engineering,73.48,61.62,86.57,67.44,97.13,4.84,70.75,78.93,A,25.3,Yes,Yes,Master's,High,8,4.3
Male,22,CS,51.26,56.53,66.54,72.34,98.74,0.39,55.48,89.56,C,14.3,No,Yes,PhD,Low,6,7.2
Male,18,Mathematics,71.65,79.02,97.9,60.54,97.33,9.42,96.13,98.87,B,12.8,Yes,Yes,Master's,Low,4,8.8
Male,24,CS,69.04,66.4,68.23,93.97,93.49,8.1,82.55,62.91,C,12.9,No,No,PhD,Medium,9,7.5
Female,23,Business,85.63,58.54,48.95,74.81,95.88,1.55,97.9,70.39,A,9.6,No,Yes,High School,Medium,8,6.3
Female,19,Business,86.84,51.4,76.61,81.31,72.27,8.81,81.08,63.63,A,16.3,No,Yes,High School,High,2,7.9
Female,18,Business,74.81,99.47,73.09,68.1,56.13,1.26,75.38,88.24,C,15.2,No,Yes,Master's,Medium,5,8.7
Male,20,Engineering,75.725,42.75,77.45,55.27,94.92,2.45,66.16,94.03,D,15.3,No,Yes,Bachelor's,High,8,5.5
Male,19,Engineering,80.33,52.07,71.02,75.28,70.93,2.52,54.36,82.7,A,12.9,No,Yes,High School,Medium,5,6.6
Male,21,CS,75.725,51.13,60.82,90.88,87.83,6.37,64.28,50.64,F,14.1,No,Yes,PhD,High,8,8.2
Male,19,CS,65.63,97.49,72.57,77.33,96.4,8.29,94.49,94.01,D,6.4,No,Yes,Bachelor's,Medium,10,6
Female,20,Business,83.46,99.32,64.84,73.57,63.23,8.28,94.31,81.36,C,16.3,Yes,Yes,Bachelor's,Low,7,7.4
Female,19,CS,64.51,71.51,44.61,70.37,66.53,8.14,62.45,88.82,B,13.8,Yes,Yes,PhD,High,3,5.6
Male,18,Mathematics,88.51,54.5,67.76,71.76,79.37,2.77,70.46,91.29,A,21.7,No,No,High School,Low,2,7.8
Female,19,CS,75.725,52.4,82.42,92.45,83.34,0.54,63.81,65.06,D,28,Yes,Yes,High School,High,3,7.7
Male,20,Engineering,84.89,90.61,51.74,95.29,88.34,5.11,89.44,76.58,D,20.5,Yes,Yes,Bachelor's,Medium,4,4.4
Female,21,CS,56.25,43.69,61.24,86.32,99.63,4.16,73.01,73.8,D,20.8,Yes,Yes,Bachelor's,Low,7,7.8
Female,18,Business,98.84,53.11,58.6,87.52,81.86,0.18,96.62,73.48,A,18.6,No,Yes,Master's,Low,10,6.1
Female,22,Engineering,96.84,47.3,76.7,72.4,62.5,3.89,85.58,65.51,A,18.8,No,No,PhD,Low,2,5.7
Male,22,Engineering,79.1,76.35,74.52,68.49,59.66,8.27,81.41,96.68,D,5.4,No,Yes,PhD,Medium,10,8.1
Male,20,Mathematics,71,62.99,56.15,89.95,56.76,0.41,71.04,82.5,D,9.7,No,Yes,Master's,High,7,4.1
Female,24,CS,53.55,80.82,51.97,74.81,52.22,1.95,56.11,50.89,F,25.5,Yes,Yes,Master's,Low,6,4.7
Female,20,Engineering,66.67,78.22,66.9,65.97,51.73,6.41,70.52,83.99,A,28.2,No,Yes,Bachelor's,High,7,4.8
Female,22,Engineering,50.89,70.01,78.31,52.07,63.37,3.16,61.73,53.63,D,23.8,Yes,Yes,Bachelor's,Low,8,4.2
Male,19,CS,54.37,56.45,53.44,58.53,85.88,8.36,60.78,66.75,D,26.5,No,Yes,Master's,Low,4,6.8
Female,24,Business,50.86,55.42,87.84,60.82,90.62,9.29,53.87,51.42,F,14.9,No,No,Master's,High,10,6.9
Female,23,CS,75.725,79.29,92.65,60.19,66.24,6.2,98.91,56.92,D,14.8,No,Yes,Master's,Low,10,4.2
Female,18,Business,51.13,75.22,59.76,88.45,91.68,9.42,97.08,55.87,F,9.2,No,Yes,Master's,Low,6,8.7
Female,18,CS,82.81,64.68,68.19,66.92,57.48,1.3,63.49,85.23,F,16.1,No,Yes,High School,Low,2,7.5
Female,23,CS,51.71,95.18,94.7,72.34,98.67,9.6,76.12,54.1,F,8.4,No,Yes,Bachelor's,Medium,9,8
Female,24,Business,75.725,73.17,96.57,64.95,62.73,3.31,94.9,85.29,B,10.5,No,Yes,High School,Medium,2,6.6
Female,19,CS,74.1,46.65,99.56,69.81,74.78,3.62,80.52,98.17,B,25.5,No,Yes,High School,High,4,7.6
Female,20,Business,88.64,87.83,69.8,89.68,61.61,9.75,80.57,70.6,A,27.1,No,No,Master's,High,2,4.9
Male,22,Mathematics,75.725,66.8,84.25,74.83,55.75,8.18,88.35,80.92,C,28.8,Yes,Yes,Bachelor's,Medium,3,7.7
Male,22,Mathematics,75.725,71.21,97.85,85.46,75.16,7.61,93.48,87.66,F,16.8,No,Yes,Bachelor's,Medium,5,6.8
Male,21,Mathematics,56.65,76.86,65.14,89.9,56.89,0.87,93.93,74.91,D,11.7,No,Yes,High School,Medium,6,7.6
Male,24,Engineering,56.99,86.8,65.14,62.52,85.24,6.03,99.32,88.76,D,14.9,Yes,Yes,Master's,Low,4,8.8
Female,24,CS,52.28,44.46,46.22,51.89,71.89,5.21,70.5,87.8,D,16.6,No,Yes,Bachelor's,Medium,10,6.1
Female,19,CS,89.7,59.16,88.43,98.81,92.66,1.09,70.95,53.24,A,7.2,No,Yes,PhD,Low,9,5.7
Female,24,CS,78.75,70.15,65.95,96.9,79.17,1.5,94.57,68.87,F,9.4,No,No,High School,Medium,3,7.8
Male,23,Engineering,84.03,56.98,97.66,67.96,72.15,4.22,96.91,65.84,C,27.9,No,Yes,PhD,High,3,4.9
Female,19,CS,68.1,62.07,75.49,82.44,79.75,8.57,82.9,93.61,D,9.9,No,Yes,Master's,Medium,2,5.1
Female,22,Engineering,65.71,84.12,84.61,94.51,70.94,0.13,84.13,66.51,D,9.9,No,Yes,High School,Medium,10,5.2
Male,18,Business,85.61,76.21,85.65,89.29,54.34,9.39,50.12,65.42,B,12.2,No,Yes,Master's,High,5,8.6
Female,22,Business,50.65,52.64,83.59,53.27,50.49,7.53,95.34,66.72,F,29.5,No,No,Bachelor's,High,5,6.1
Female,20,CS,79.81,59.53,43.54,76.29,60.43,9.83,84.48,62.57,B,17.2,No,Yes,PhD,Low,1,6
Male,22,CS,97.12,41.27,72.05,56.48,89.05,0.54,73.4,98.98,B,20,No,Yes,High School,Medium,5,4.6
Female,20,Engineering,89.15,55.9,45.64,97.73,82.33,8.49,62.32,88.12,A,13.4,No,Yes,High School,Medium,10,8.5
Male,22,Engineering,83.64,43.93,40.72,74.81,97.49,1.27,77.75,85.65,F,9.5,Yes,Yes,PhD,Low,2,8.2
Male,18,Business,74.87,76.16,88.87,74.45,58.56,5.85,94.88,87.78,B,15.8,No,No,Bachelor's,High,3,8.7
Female,21,Mathematics,91.21,46.05,64.73,81.49,78.77,4.36,57.69,75.04,A,26.7,Yes,No,PhD,Low,3,6.6
Male,20,CS,75.725,47.13,86,74.81,81.02,5.39,64.71,89.84,D,22.2,No,Yes,High School,Low,7,6
Female,19,CS,72.61,78.59,95.76,90.57,57.43,9.37,58.92,85.65,D,22.9,Yes,Yes,PhD,Medium,4,6.4
Male,18,CS,75.725,94.16,68.88,89.46,54.45,1.85,74.63,94.63,C,16.7,No,Yes,PhD,Medium,6,4.5
Female,24,CS,63.54,78.91,89.21,93.3,59.38,6.58,69.3,84.77,B,11.4,Yes,Yes,High School,High,2,7.3
Female,18,CS,75.725,58.93,80.15,72.97,61.93,9.71,95.22,56.3,B,6.8,Yes,Yes,PhD,Medium,1,5.2
Male,24,Business,64.5,75.84,76.2,65.83,99.49,4.61,63.11,92.14,A,22.1,Yes,Yes,Bachelor's,Medium,6,4.9
Female,19,CS,75.77,64.44,87.26,69.36,87.15,6.77,84.56,57.24,A,13.3,Yes,Yes,PhD,Low,8,8
Male,24,Engineering,93.04,86.89,54.02,74.81,60.06,7,85.67,56.13,A,18.6,No,Yes,Bachelor's,High,1,8.2
Female,22,CS,70.22,48.98,74.85,68.08,62.48,6.26,79.68,55.92,B,18.5,No,Yes,Master's,Low,2,7.2
Female,19,Business,98.29,56.78,58.76,75.61,59.17,6.53,84.67,57.96,A,28,No,Yes,PhD,Low,2,5.2
Male,19,CS,98.53,43.22,43.01,95.97,77.26,7.75,95.46,53.13,A,14.4,No,Yes,Master's,Low,5,8.7
Male,18,Engineering,98.2,76.42,87.43,74.81,75.84,3.63,93.94,93.96,A,29.1,No,Yes,Bachelor's,Medium,4,6.7
Female,20,Engineering,81.92,98.18,88.51,97.57,76.07,3.11,52.22,50.15,C,8.7,No,Yes,PhD,Low,7,6.2
Female,20,Business,91.65,53.79,62.82,54.86,99.2,0.39,54.18,58.89,A,25.5,No,Yes,PhD,Low,1,4.1
Female,19,Business,50.83,95.23,90.07,74.81,77.02,7.62,61.24,86.39,D,26.2,No,Yes,Master's,High,3,8
Male,22,Engineering,57.31,75.1,79.9,63.26,72.21,1.07,69.09,96.27,D,16.8,Yes,Yes,Master's,High,4,8.1
Female,24,Business,80.6,73.57,72.5,65.18,67.81,2.38,79.81,67.39,D,16.2,Yes,Yes,High School,Medium,9,4.6
Female,23,CS,76.42,61.31,92.73,95.63,56.68,3.39,57.95,85.66,A,6.4,No,No,Bachelor's,Low,8,4.5
Female,22,Business,75.03,58.61,56.56,57.89,52.14,6.6,68.14,62.9,F,9.6,No,Yes,High School,High,3,7.6
Female,21,CS,95.26,68.71,53.46,63.61,71.58,9.24,80.15,82.62,B,27.5,No,Yes,Bachelor's,Low,9,4.5
Male,20,CS,81.58,41.14,88.96,55.05,61.25,6.18,90.78,58.2,B,21.7,No,Yes,Master's,Medium,7,4.8
Female,23,Business,69.91,57.84,98.87,96.33,71.02,7.13,65.06,73.24,C,28.7,No,Yes,High School,Low,2,6.7
Male,23,CS,56.02,68.43,79.61,93.63,66.47,7.92,96.61,82.33,D,13,No,Yes,PhD,Low,5,6.7
Male,21,Engineering,75.725,46.48,77.49,65.42,76.9,2.22,60.67,56.52,D,11.1,Yes,Yes,Bachelor's,Low,1,6.4
Male,22,Business,98.92,47.58,59.17,62.35,86.19,5.81,95.97,62.85,A,14.1,Yes,Yes,PhD,Medium,1,7.7
Female,19,Engineering,73.59,83.86,51.51,50.09,53.1,2.49,77.14,89.77,A,16.5,No,Yes,PhD,Low,7,4.3
Female,20,Business,94.21,72.78,49.08,95.8,60.66,5.85,80.49,92.8,A,11.1,No,Yes,Master's,Low,8,7.1
Male,23,Business,84.68,63.06,51.29,50.15,52.25,8.76,84.12,50.3,F,22,No,Yes,Master's,Medium,3,6.1
Female,21,Engineering,69.47,51.58,71.33,60.94,66.39,4.29,64.47,57.7,B,12.3,No,Yes,Bachelor's,Low,3,4
Male,20,CS,51.45,48.79,70.72,96.12,94.35,3.73,52.7,74.76,D,8.2,Yes,Yes,Bachelor's,Low,2,7.8
Male,24,Business,63.43,70.94,54.37,72.49,93.25,8.94,100,62.82,A,20,No,No,Bachelor's,Low,3,7
Male,21,CS,75.725,77.64,41.06,98.22,78.15,8.79,89.53,71.95,B,15,No,Yes,PhD,Low,6,6.1
Male,21,CS,75.725,82.24,66.66,74.81,91.59,2.97,92.61,91.42,F,9.7,No,Yes,Bachelor's,Low,5,8.7
Male,18,Engineering,90.76,51.63,82.01,73.88,93.18,5.33,65.89,73.22,B,28.9,Yes,Yes,High School,Medium,1,5
Male,19,Engineering,84.23,70.62,78.15,61.62,54,4.44,91.8,99.62,B,25,Yes,Yes,PhD,Low,5,5.4
